,M1US000V Index,M2US000$ Index,SPTRSGX Index,SP5LVIT Index,LT01TRUU Index,SPX Index
1997-09-30,0.051900998839922254,0.04992699888404459,0.04597799897231162,0.045852998975105586,0.007630999829433859,0.04974999888800084
1997-10-31,-0.004817999892309308,-0.009953999777510762,-0.010715999760478736,-0.0016599999628961087,0.007502999832294881,-0.014098999684862792
1997-11-28,0.0516159988462925,0.05008199888058007,0.06548199853636325,0.059570998668484386,0.0025179999437183144,0.057435998716205354
1997-12-31,0.028829999355599285,0.021613999516889453,0.01660399962887168,0.04390799901857972,0.0067779998484998934,0.021436999520845712
1998-01-30,0.00830199981443584,0.04654399895966053,0.05383399879671633,-0.007508999832160771,0.009708999782986939,0.03084199931062758
1998-02-27,0.04089999908581376,0.03904999912716448,0.044174999012611814,0.03161799929328263,0.0007599999830126762,0.04675999895483256
1998-03-31,0.04506699899267406,0.06135999862849713,0.04663599895760417,0.04351499902736395,0.003824999914504588,0.046106998969428235
1998-04-30,0.03030299932267517,0.0502339988771826,0.017562999607436357,-0.013097999707236886,0.004840999891795218,0.019231999570131303
1998-05-29,-0.005750999871455133,-0.006599999852478504,-0.0021749999513849616,0.008199999816715717,0.005374999879859388,0.0007209999838843941
1998-06-30,0.018120999594964087,0.08655599806532263,0.08074799819514156,0.014971999665349721,0.0051369998851791025,0.0498299988862127
1998-07-31,0.014368999678827822,0.045319998987019064,0.02868899935875088,-0.017061999618634582,0.004703999894857406,0.01830399959087372
1998-08-31,-0.1260489971825853,-0.12601399718336762,-0.09753599781990052,-0.03383599924370646,0.01248099972102791,-0.11255699748415499
1998-09-30,0.025988999419100583,0.01957299956250936,0.03813399914763868,0.027291999389976264,0.013839999690651892,0.035366999209485946
1998-10-30,0.09279799792580307,0.10346599768735469,0.09428699789252132,0.05265399882309139,0.004999999888241291,0.09174699794929474
1998-11-30,0.05028199887610972,0.07645299829114229,0.06164299862217158,0.029120999349094928,-0.0013039999708533286,0.05454799878075719
1998-12-31,0.03143599929735065,0.10605899762939662,0.07971199821829796,0.018499999586492778,0.0037669999158009885,0.061192998632229864
1999-01-29,0.007129999840632081,0.024903999443352223,0.04263699904698878,-0.05466999877803027,0.003727999916672707,0.023720999469794335
1999-02-26,-0.009463999788463117,-0.025619999427348376,-0.0401879991017282,-0.022763999491184947,-0.004923999889940024,-0.03204899928364902
1999-03-31,0.02465999944880605,0.05753099871408194,0.048093998925015334,-0.020738999536447228,0.00679199984818697,0.03966299911346286
1999-04-30,0.053004998815245924,-0.029426999342255292,-0.03416099923644215,0.049398998895846306,0.0031429999297484757,0.005183999884128571
1999-05-31,-0.0069459998447448015,-0.016531999630481006,-0.01970599955953658,0.04010699910353869,-0.0007749999826774001,-0.014118999684415757
1999-06-30,0.026458999408595266,0.07970199821852147,0.07186499839369208,0.003627999918907881,0.002919999934732914,0.05578399875313044
1999-07-30,-0.007371999835222959,-0.013075999707728624,-0.011411999744921922,-0.004910999890230596,0.0033889999242499467,-0.010996999754197894
1999-08-31,-0.03909199912622571,-0.010858999757282438,0.007198999839089811,-0.016555999629944564,0.002951999934017658,-0.011479999743402003
1999-09-30,-0.06336899858359248,-0.020371999544650316,-0.034768999222852294,-0.06736699849423021,0.0063229998586699365,-0.04497699899468571
1999-10-29,0.05877099868636579,0.08548299808930605,0.07177299839574844,0.04493099899571389,0.0024299999456852675,0.06587999852746725
1999-11-30,-0.0013999999687075617,0.04346699902843684,0.04483699899781495,-0.0494589988945052,0.0016599999628961087,0.0223339995007962
1999-12-31,0.0009289999792352319,0.1227769972557202,0.053707998799532655,-0.03354399925023317,0.000994999977760017,0.03885099913161248
2000-01-31,-0.028643999359756707,-0.06636899851653724,-0.06442899855989963,-0.0328399992659688,-0.0003939999911934137,-0.048010998926870524
2000-02-29,-0.06520099854264409,0.03618299919124693,0.02197899950873107,-0.10427899766918271,0.006607999852299691,-0.017990999597869813
2000-03-31,0.10561399763934315,0.09442799788936973,0.09391099790092558,0.09496699787732214,0.006393999857082963,0.09926799778118729
2000-04-28,0.021226999525539577,-0.03465999922528863,-0.03170999929122627,0.06694499850366264,0.002180999951250851,-0.011942999733053147
2000-05-31,0.012934999710880218,-0.05093599886149169,-0.02989199933186173,0.061007998636364934,0.004279999904334545,-0.00940999978967011
2000-06-30,-0.03635299918744713,0.04810099892485887,0.06842799847051502,-0.052636998823471365,0.010492999765463173,0.01302099970895797
2000-07-31,0.012863999712467194,-0.013131999706476926,-0.04039399909712374,0.018010999597422778,0.006379999857395888,-0.011317999747022986
2000-08-31,0.03957699911538511,0.07077099841814488,0.04767299893442541,0.06413899856638164,0.007363999835401774,0.051828998841531575
2000-09-29,0.01663299962822348,-0.07244599838070571,-0.07746099826861173,0.054631998778879635,0.007408999834395945,-0.031633999292925
2000-10-31,0.02754699938427657,-0.03283699926603586,-0.0135209996977821,0.036636999181099236,0.005328999880887569,0.008531999809294939
2000-11-30,-0.05468899877760559,-0.03608799919337034,-0.10155499773006886,0.02242999949865043,0.009568999786116182,-0.0739419983472675
2000-12-29,0.02034799954518676,0.011660999739356338,-0.06258299860116094,0.05364799880087375,0.012138999728672207,-0.015368999656476081
2001-01-31,0.016450999632291494,-0.041697999067977075,0.026568999406136575,-0.04491699899602681,0.012731999715417625,0.03354799925014377
2001-02-28,-0.02852199936248362,-0.060301998652145264,-0.0976019978184253,0.051971998838335275,0.0066249998519197105,-0.07069999841973186
2001-03-30,-0.012088999729789794,-0.05035599887445569,-0.06381999857351184,0.016047999641299247,0.008308999814279378,-0.036282999189011754
2001-04-30,0.03767299915794283,0.04532199898697435,0.061522998624853796,0.025549999428913,0.0026129999415948984,0.050166998878680175
2001-05-31,0.018985999575629832,0.007001999843493104,0.008241999815776944,0.042314999054186044,0.005449999878183008,0.012593999718502164
2001-06-29,-0.0432649990329519,-0.05255899882521481,-0.0326389992704615,-0.04358699902575463,0.00346199992261827,-0.04321499903406948
2001-07-31,-0.004286999904178083,0.005766999871097505,0.005203999883681536,0.0039139999125152826,0.011480999743379652,-0.0020819999534636736
2001-08-31,-0.04739399894066155,-0.01223499972652644,-0.053777998797968025,0.014876999667473138,0.006245999860391021,-0.04916399890109897
2001-09-28,-0.06347499858122319,-0.04679799895398319,-0.04941399889551103,-0.027939999375492335,0.016496999631263318,-0.06332899858448655
2001-10-31,-0.009228999793715775,-0.0008469999810680746,0.04209899905901402,-0.0028049999373033646,0.009631999784708023,0.02427999945729971
2001-11-30,0.04884499890822917,0.055697998755052686,0.07828899825010449,0.02418699945937842,-0.0023649999471381305,0.06654099851269274
2001-12-31,0.021703999514877795,0.030450999319367112,0.014316999679990113,0.048301998920366164,0.00030299999322742227,0.021720999514497817
2002-01-31,-0.012496999720670284,0.012006999731622635,-0.0022979999486356976,-0.0031999999284744265,0.0020469999542459846,-0.01533399965725839
2002-02-28,-0.025740999424643814,0.01867999958246946,-0.0214739995200187,0.03486299922075123,0.0049229998899623754,-0.011164999750442803
2002-03-29,0.05690799872800708,0.029022999351285397,0.01667999962717295,0.03899799912832677,-0.007381999834999442,0.03035999932140112
2002-04-30,-0.06932999845035374,-0.0158169996464625,-0.08611799807511271,-0.01761899960618466,0.011794999736361205,-0.07537399831525982
2002-05-31,-0.02808199937231839,-0.023262999480031427,-0.043825999020412565,-0.02889499935414642,0.0037989999150857333,-0.03211899928208441
2002-06-28,-0.07779899826105684,-0.056255998742580415,-0.08527399809397757,-0.03766299915816635,0.008848999802209438,-0.07624699829574674
2002-07-31,-0.06497699854765088,-0.021812999512441453,-0.008453999811038376,-0.021248999525047836,0.01249899972062558,-0.039635999114066366
2002-08-30,-0.012883999712020158,-0.0037099999170750377,-0.010305999769642948,-0.004715999894589186,0.0035129999214783313,-0.01003599977567792
2002-09-30,-0.10289599770009518,-0.048665998912230134,-0.08806099803168327,-0.06116199863292277,0.008587999808043242,-0.09328999791480601
2002-10-31,0.06908499845582992,-0.004377999902144074,0.07586999830417335,0.014492999676056207,0.0022839999489486216,0.07147099840249867
2002-11-29,0.08276899814996867,-0.008730999804846942,0.05096199886091053,0.0010179999772459269,-0.0033539999250322577,0.061301998629793526
2002-12-31,-0.06288299859445541,-0.012764999714680016,-0.05807199870198965,0.005268999882228673,0.009824999780394137,-0.051776998842693864
2003-01-31,-0.05387699879575521,-0.05098099886048585,-0.057892998705990614,-0.053036998814530674,-0.00017499999608844522,-0.059006998681090765
2003-02-28,-0.04800799892693758,-0.031349999299272895,-0.026152999415434898,-0.0361719991914928,0.004428999901004136,-0.037899999152868985
2003-03-31,-0.017376999611593783,-0.0018219999592751265,0.007563999830931424,-0.006657999851182103,0.0018369999589398505,-0.00285899993609637
2003-04-30,0.07828599825017155,0.03564599920324981,0.041670999068580565,0.028827999355643986,0.0018469999587163329,0.05670699873249978
2003-05-30,0.02621299941409379,0.0011669999739155174,-0.013090999707393348,0.015628999650664627,0.0038389999141916634,0.006147999862581492
2003-06-30,-0.0001889999957755208,0.003592999919690192,0.005357999880239368,-0.018826999579183757,0.001571999964863062,-2.8999999351799486e-05
2003-07-31,0.05364799880087375,0.0703319984279573,0.05545499876048415,0.04550199898295105,-0.00578099987078458,0.060148998655565084
2003-08-29,-0.00022099999506026508,-0.003140999929793179,5.699999872595072e-05,-0.006881999846175314,0.0005189999883994461,0.0021439999520778655
2003-09-30,-0.036159999191761015,-0.03350699925106019,-0.029477999341115356,-0.017465999609604477,0.00954099978674203,-0.03682199917696416
2003-10-31,0.027492999385483562,0.038549999138340355,0.020905999532714485,0.023444999475963416,-0.0038749999133870006,0.03226099927891046
2003-11-28,-0.003713999916985631,-0.005663999873399735,-0.00707899984177202,-0.0041929999062791466,-0.0004809999892488122,-0.006902999845705926
2003-12-31,0.06972399844154716,0.020801999535039067,0.04193999906256795,0.0448939989965409,0.005807999870181084,0.05129499885346741
2004-01-30,0.03818899914640934,0.049002998904697594,0.04276699904408306,0.03650699918400496,0.0021319999523460864,0.042075999059528114
2004-02-27,0.024956999442167577,0.021722999514453112,0.013006999709270894,0.03811899914797395,0.005022999887727201,0.021841999511793258
2004-03-31,-0.03457699922714382,-0.025005999441072343,-0.043309999031946066,-0.015504999653436243,0.003183999928832054,-0.03512299921493977
2004-04-30,0.026791999401152133,0.0008269999815151095,0.04064299909155816,0.035765999200567604,-0.01007099977489561,0.030739999312907457
2004-05-31,0.0007109999841079115,0.01842899958807975,0.010807999758422374,0.014334999679587781,-0.0011019999753683807,0.008540999809093773
2004-06-30,0.005819999869912862,0.0113679997459054,-0.0035219999212771657,-0.00742899983394891,-0.00011399999745190143,-0.001246999972127378
2004-07-30,-0.02048499954212457,-0.055655998755991455,-0.05331899880822748,-0.021025999530032275,0.0036419999185949565,-0.03924499912280589
2004-08-31,0.00477099989335984,-0.002609999941661954,-0.0131749997055158,0.014848999668098987,0.00713599984049797,-0.006319999858736992
2004-09-30,-0.03380799924433231,0.010819999758154154,-0.03918099912423641,-0.03701499917265028,-0.0007919999822974205,-0.031068999305553735
2004-10-29,-0.019171999571472406,-0.02523699943590909,-0.017819999601691963,-0.014029999686405063,0.0031389999298378824,-0.01799299959782511
2004-11-30,0.017628999605961145,0.05021899887751787,0.005491999877244235,0.007458999833278358,-0.0051459998849779365,0.014086999685131014
2004-12-31,0.04554599898196757,0.03161799929328263,0.04763499893527478,0.03902799912765622,0.002178999951295555,0.045832998975552625
2005-01-31,0.010398999767564237,0.009785999781265856,0.005907999867945909,0.015889999644830823,-0.00044399999007582665,0.005988999866135419
2005-02-28,0.025062999439798294,0.05539399876184761,0.019453999565169217,0.0035799999199807643,-0.002438999945484102,0.01651199963092804
2005-03-31,-0.035356999209709465,-0.028762999357096853,-0.03646999918483198,-0.023760999468900264,-2.1999999508261683e-05,-0.036579999182373285
2005-04-29,0.021899999510496853,-0.002513999943807721,0.019793999557569622,0.03730899916607887,0.0058069998702034355,0.018251999592036012
2005-05-31,0.016960999620892106,0.03597899919580668,0.029436999342031773,0.012528999719955027,0.003806999914906919,0.02927099934574217
2005-06-30,-0.014761999670043588,0.01589599964469671,-0.0324379992749542,-0.020310999546013772,0.001855999958515167,-0.018884999577887356
2005-07-29,0.021394999521784485,0.03818899914640934,0.03975399911142886,0.020761999535933138,-0.0029809999333694575,0.033891999242454764
2005-08-31,-0.040100999103672805,-0.01495599966570735,-0.04200099906120449,-0.041317999076470734,0.006281999859586358,-0.04038499909732491
2005-09-30,-0.006797999848052859,0.01975999955832958,-0.014235999681800603,-0.020413999543711543,-0.002628999941237271,-0.011980999732203781
2005-10-31,-0.004418999901227653,-0.012810999713651836,0.002210999950580299,0.0014049999685958028,-0.00021599999517202378,0.001366999969445169
2005-11-30,0.022634999494068324,0.01829199959114194,0.024993999441340568,0.007498999832384288,0.0032669999269768595,0.024568999450840057
2005-12-30,0.0026149999415501952,0.013131999706476926,-0.0062619998600333925,-0.0019539999563246966,0.003878999913297594,-0.003980999911017716
2006-01-31,0.008971999799460173,0.04803199892640114,0.0063469998581334956,-0.008630999807082117,0.0014829999668523669,0.009522999787144363
2006-02-28,0.003430999923311174,-0.04225799905546009,-0.009871999779343605,0.01860099958423525,0.000750999983213842,-0.002113999952748418
2006-03-31,0.03819999914616346,0.044419999007135634,0.033996999240107836,0.032530999272875484,0.001223999972641468,0.038595999137312174
2006-04-28,-0.017151999616622924,-0.030419999320060013,-0.04249699905011803,-0.02099499953072518,0.003111999930441379,-0.028859999354928733
2006-05-31,-0.039024999127723274,-0.054941998771950606,-0.046726998955570156,-0.02160999951697886,0.0014179999683052301,-0.042414999051950876
2006-06-30,0.015126999661885203,0.01965199956074357,0.009638999784551561,0.014748999670334158,0.0018109999595209956,0.011680999738909303
2006-07-31,0.04187499906402081,-0.017519999608397483,0.017874999600462616,0.037828999154455964,0.0074579998333007096,0.021882999510876834
2006-08-31,-0.0028429999364539982,-0.02929299934525043,0.010136999773420394,-0.00035199999213218693,0.007154999840073287,0.0015349999656900763
2006-09-29,0.032352999276854096,0.028842999355308714,0.03397299924064428,0.02950299934055656,0.005139999885112047,0.034825999221578245
2006-10-31,0.03758099915999919,0.05334399880766868,0.03670099917966873,0.032894999264739454,0.0038399999141693116,0.03748699916210026
2006-11-30,0.035453999207541345,0.05925399867556989,0.037752999156154696,0.027572999383695423,0.0051509998848661784,0.03663799918107689
2006-12-29,0.04422799901142716,0.035367999209463596,0.024740999446995555,0.0444089990073815,6.0999998636543755e-05,0.03516999921388924
2007-01-31,0.023562999473325907,0.05072899886611849,0.02474999944679439,0.02248799949735403,0.0020759999535977843,0.027405999387428166
2007-02-28,-0.02427299945745617,-0.03650399918407202,-0.02969899933617562,-0.006916999845393002,0.008086999819241464,-0.026955999397486444
2007-03-30,0.0006759999848902225,0.007967999821901321,-0.005570999875478447,-0.008864999801851809,0.0038339999143034223,-0.0036859999176114796
2007-04-30,-0.00022099999506026508,-0.0031509999295696615,0.005141999885067344,-0.011492999743111432,0.003511999921500683,0.0027329999389126896
2007-05-31,-0.00041499999072402717,0.0011029999753460287,-0.0033679999247193337,-0.01786899960059673,-0.0009759999781847001,2.9999999329447747e-05
2007-06-29,-0.030543999317288396,-0.03556599920503795,-0.020693999537453055,-0.037608999159373345,0.004367999902367592,-0.02489499944355339
2007-07-31,-0.042370999052934344,-0.029811999333649874,-0.01956599956266582,-0.045192998989857736,0.008933999800309539,-0.02835699936617166
2007-08-31,0.005047999887168407,0.004102999908290803,0.007760999826528132,0.01717299961615354,0.010394999767653646,0.006213999861106276
2007-09-28,-0.024287999457120894,0.010931999755650759,-0.014225999682024123,-0.03380499924439937,0.006948999844677746,-0.020440999543108043
2007-10-31,-0.04526399898827076,-0.004250999904982745,-0.025721999425068497,-0.04436999900825322,0.00390999991260469,-0.030910999309085307
2007-11-30,0.0003669999917969108,0.01875599958077073,0.01665399962775409,0.034977999218180775,0.017328999612666665,0.010347999768704175
2007-12-31,-0.02383799946717918,0.021163999526947738,-0.008201999816671014,-0.01974899955857545,0.002459999945014715,-0.016801999624446035
2008-01-31,-0.029520999340154227,-0.10506999765150249,-0.07255899837817997,-0.039313999121263626,0.01741099961083382,-0.04850499891582877
2008-02-29,-0.07014299843218177,-0.026556999406404793,-0.03529899921100587,-0.047534998937509954,0.010426999766938387,-0.054377998784556986
2008-03-31,0.04433399900905788,0.04352099902722985,0.0436049990253523,0.0471939989451319,0.0025629999427124856,0.043200999034382404
2008-04-30,0.020408999543823303,0.06409399856738746,0.040058999104611574,0.0008059999819844962,-0.008857999802008272,0.029511999340355397
2008-05-30,-0.01964699956085533,0.026686999403499067,0.010457999766245485,0.007901999823376537,-0.0035239999212324617,-0.000305999993160367
2008-06-30,-0.07654499828908592,0.009199999794363976,-0.03764199915863573,-0.043253999033197765,0.002810999937169254,-0.06333299858439714
2008-07-31,0.0016139999639242886,-0.08542999809049069,-0.02049699954185635,0.0359379991967231,0.004135999907553196,-0.0016859999623149633
2008-08-29,0.05254499882552773,0.030096999327279626,0.05398199879340827,0.07180899839494377,0.004953999889269471,0.052964998816139995
2008-09-30,-0.06874899846334011,-0.15832999646104873,-0.1050119976527989,-0.04527699898798019,0.007843999824672937,-0.09262299792971462
2008-10-31,-0.049478998894058164,-0.030929999308660625,-0.05444799878299236,-0.012776999714411796,0.009552999786473811,-0.05764099871162325
2008-11-28,-0.026680999403633176,-0.05346599880494178,-0.024056999462284148,-0.0013269999703392388,0.012092999729700387,-0.04074399908930063
2008-12-31,-0.006712999849952757,-0.004031999909877777,-0.007283999837189913,-0.001223999972641468,0.0056299998741596935,-0.00818699981700629
2009-01-30,-0.10480799765735865,-0.07797599825710058,-0.03532199921049178,-0.015737999648228286,-0.003108999930508435,-0.07119699840862304
2009-02-27,-0.11497499743010849,-0.07582499830517918,-0.061586998623423275,-0.08023799820654094,-0.0010209999771788715,-0.08339299813602119
2009-03-31,0.08454399811029434,0.05961499866750091,0.07461099833231419,0.04206899905968457,0.005504999876953662,0.08381299812663347
2009-04-30,0.044666999001614756,0.003070999931357801,0.02722999939136207,-0.011892999734170736,-0.0014649999672546982,0.03900499912817031
2009-05-29,-0.02785599937736988,-0.046947998950630426,-0.04226499905530363,-0.05998699865918607,0.0016659999627619982,-0.0362859991889447
2009-06-30,0.051883998840302224,0.08816699802931399,0.07166599839814007,0.09298999792151152,-0.001591999964416027,0.06508899854514748
2009-07-31,0.003481999922171235,-0.009090999796800316,-0.006756999848969281,-0.030713999313488605,0.0014609999673441054,0.0002199999950826168
2009-08-31,0.06740599849335849,0.029438999341987074,0.036808999177254734,0.03716099916938692,0.0039089999126270415,0.05345099880527705
2009-09-30,0.004043999909609556,0.010744999759830535,0.01496899966541678,-0.0004889999890699983,0.002419999945908785,0.009820999780483543
2009-10-30,-0.015012999664433301,-0.018333999590203168,0.009175999794900417,0.006532999853976071,0.0021969999508932234,-0.007204999838955701
2009-11-30,0.0352209992127493,0.04432299900930375,0.03410699923764914,0.035878999198041855,0.006087999863922596,0.03631999918818474
2009-12-31,0.007674999828450381,0.028013999373838305,0.020301999546214936,0.030852999310381712,-0.007966999821923672,0.018350999589823187
2010-01-29,-0.012577999718859792,-0.05526099876482039,-0.04241199905201793,-0.013929999688640237,0.007696999827958644,-0.02675499940197915
2010-02-26,0.011854999735020102,0.036711999179422854,0.02317799948193133,0.0069089998455718156,0.0019149999571964145,0.019742999558709562
2010-03-31,0.021060999529249967,0.03382999924384057,0.01778999960236251,6.999999843537808e-06,-0.0025529999429360034,0.02103199952989817
2010-04-30,0.01579899964686483,0.006867999846488237,0.013900999689288436,0.008756999804265798,0.0027849999377503993,0.016978999620489776
2010-05-31,-0.050876998862810434,-0.03951999911665916,-0.049556998892314734,-0.02030699954610318,0.004541999898478389,-0.048897998907044535
2010-06-30,-0.037136999169923364,-0.04194199906252325,-0.03718599916882813,-0.0026649999404326085,0.004639999896287919,-0.04234199905358255
2010-07-30,0.03264199927039444,0.042797999043390156,0.035346999209932985,0.016732999625988305,0.0026749999402090907,0.03609999919310212
2010-08-31,-0.006111999863386154,-0.0074349998338148005,-0.007777999826148153,0.03096799930781126,0.001947999956458807,-0.00949099978785962
2010-09-30,0.03562599920369684,0.06476899855230003,0.06251699860263615,0.017729999603703618,0.0017249999614432452,0.05095199886113405
2010-10-29,0.014163999683409928,0.037275999166816474,0.038160999147035184,0.012640999717451633,0.0022749999491497876,0.026244999413378538
2010-11-30,0.0018469999587163329,0.02782299937810749,0.013235999704152344,-0.005901999868080019,-0.0018729999581351875,0.008577999808266758
2010-12-31,0.04442999900691211,0.009647999784350395,0.01962699956130236,0.015502999653480946,-0.0019459999565035104,0.03376899924520403
2011-01-31,0.03578499920014292,0.01344599969945848,0.023295999479293825,0.0045559998981654646,0.001591999964416027,0.03162899929303676
2011-02-28,0.010320999769307674,0.010418999767117203,0.002055999954044819,-0.00290499993506819,-0.0009109999796375632,0.004525999898836017
2011-03-31,-0.005307999881356955,0.0170789996182546,-0.0005449999878183007,0.009391999790072441,-0.0005129999885335564,-0.0030969999307766554
2011-04-29,0.00688399984613061,0.015889999644830823,0.010899999756366015,0.017176999616064132,0.004444999900646508,0.006784999848343432
2011-05-31,0.0051979998838156466,0.016329999634996057,0.016755999625474215,0.041006999083422126,0.003694999917410314,0.009837999780103565
2011-06-30,-0.024978999441675843,-0.011208999749459327,-0.016881999622657896,-0.016702999626658856,0.00021299999523907899,-0.021135999527573585
2011-07-29,-0.04258999904803932,-0.02666199940405786,-0.013994999687187374,-0.03159799929372967,0.00284199993647635,-0.028363999366015198
2011-08-31,-0.03579799919985235,-0.0364289991857484,-0.02686199939958751,0.02300999948568642,0.0035149999214336273,-0.03385899924319238
2011-09-30,-0.009176999794878064,0.011236999748833477,-0.005946999867074192,0.041482999072782696,-0.0013739999692887067,-0.010444999766536057
2011-10-31,0.052815998819470404,0.03575299920085818,0.05827799869738519,0.013507999698072672,0.0008259999815374613,0.06149899862539023
2011-11-30,0.018323999590426684,0.02792399937584996,0.022316999501176178,0.035530999205820264,0.0006189999861642718,0.021446999520622193
2011-12-30,0.021497999519482253,0.010256999770738184,0.0012809999713674187,0.02945899934154004,0.00048799998909235004,0.00812399981841445
2012-01-31,0.019012999575026335,0.006970999844186009,0.028508999362774196,-0.017156999616511168,0.001230999972485006,0.032071999283134936
